sentiment,message
0,"Why does your contact center have to be so damn complicated? All I want to do is teach myself to cook, is that really so hard? Fix it before I call my mother-in-law.

Thanks"
2,"I am unhappy with your online store. I've been searching the store for How to Win Friend and Influence People but can't find it. It's a bestseller so I assume it has to be in stock right?

Julia"
2,"Hello,

What is wrong with your delivery system?! Even though I've cancelled my order through delivery system you guys still charged my credit card. Give me what I want, or else! You guys are a pack of galahs.You better start talking sense you monumental fuckups otherwise I'm taking my business elsewhere!

Regards,
Remi Francis"
0,"What is wrong with your payments system?! When I log in it gives me a dirty, great big error message! This happens at least once a week. I know a lot of people and I plan on telling them all about this little incident.

Margaret Jefferson"
1,"Hi,

Why does your shopping cart have to be so damn complicated? All I want to do is read a book, is that really so hard? I've had it up to here with you monumental fuckups. One more problem and I'm outa here!"
0,"To Whom It May Concern:

What is wrong with your online store?! Even though I've cancelled my order through contact center you guys still charged my credit card. This time you've gone to far! You'll be hearing from my mother-in-law, you can count on it."
3,"Hello,

When I log in it gives me a dirty, great big error message! This happens only rarely. I just want someone to help me buy an item, that's all.

Remi Francis"
0,"Your website is terrible. When I log in it gives me a dirty, great big error message! This happens most days. If you don't fix this immediately I won't hesitate to report you to the ombudsman.

Julia"
5,"Hello,

What's your return policy? I just bought The Belgariad for my nephew and he absolutely HATES it. Wondering if I can exchange it for Danielle Steel's Wanderlust.

Thank you,
Amber"
5,"Good morning,

What's your return policy? I just bought A Tale of Two Cities by Dickins for my nephew and he absolutely HATES it. Wondering if I can exchange it for Humble Pie by Gordon Ramsey.

Thanks,
Julia"
5,"Good afternoon,

Do you deliver internationally? I live in Bosnia and Herzegovina and would really like to order A Tale of Two Cities by Dickins as I can't find it anywhere here.

Thank you,
A satisfied customer"
3,I've been searching the store for Humble Pie by Gordon Ramsey but can't find it. It's a bestseller so I assume it has to be in stock right? How do I go about purchase a book?
5,"Hi there,

Thank you for all your help so far, your staff have been a delight!

Thanks,
Julia"
5,"Hello,

What's your return policy? I just bought Gullivers Travels for my nephew and he absolutely HATES it. Wondering if I can exchange it for Gullivers Travels.

Regards,
Remi Francis"
0,"Why does your online store have to be so damn complicated? All I want to do is buy an item, is that really so hard? This time you've gone to far! You'll be hearing from the relevant authority, you can count on it.

Art Vandelay"
3,"My order for Lord of the Rings still hasn't arrived. Can you please give me an update on the status of it?

Sincerely,
Kel Varnsen"
2,"Hello,

You guys are the best, I tell all my friends about how much I love your site. Thanks so much.

Your shopping cart is terrible. Even though I've cancelled my order through payments system you guys still charged my credit card. If you don't fix this immediately I won't hesitate to report you to the company directors.

That aside, Congratulations on providing such a wonderful and convenient service. It is truly an Internet treasure.

Thanks"
2,"

Why does your website have to be so damn complicated? All I want to do is learn how to run a marathon, is that really so hard? Give me what I want, or else! You guys are a pack of galahs.You better start talking sense you wankers otherwise I'm taking my business elsewhere!

Thanks"
3,"Hello,

You guys are the best, I tell all my friends about how much I love your site. Thanks so much.

Could somebody please help me, I'm completely lost and don't know what to do next. I'm having a problem with your payments system. I've been searching the store for A Tale of Two Cities by Dickins but can't find it. It's a bestseller so I assume it has to be in stock right?.

That aside, You guys are the best, I tell all my friends about how much I love your site. Thanks so much.

Amber"
2,"To Whom It May Concern:

Please close my account, I have no further need of this service. I'm having a problem with your shopping cart. I've been searching the store for David Allen's Getting Things Done but can't find it. It's a bestseller so I assume it has to be in stock right?."
4,"Can you please close my account? I am moving to Central African Republic and won't have need of your service there.

Cheers,
Jane"
1,"Your online store is terrible. I've been searching the store for How to Win Friend and Influence People but can't find it. It's a bestseller so I assume it has to be in stock right? I've had it up to here with you idiots. One more problem and I'm outa here!

Regards,
Margaret Jefferson"
0,"To Whom It May Concern:

Your shopping cart is terrible. Even though I've cancelled my order through online store you guys still charged my credit card. If you don't fix this immediately I won't hesitate to report you to the relevant authority.

Margaret Jefferson"
2,"Hello,

Your contact center is terrible. When I log in it gives me a dirty, great big error message! This happens only rarely. I've had it up to here with you morons. One more problem and I'm outa here!

You guys are the best, I tell all my friends about how much I love your site. Thanks so much.

Regards,
Amber"
5,Do you deliver internationally? I live in Georgia and would really like to order Danielle Steel's Wanderlust as I can't find it anywhere here.
2,"I have been waiting on hold now for 1 hour. Do you even answer your phones? You should really improve your contact center service, it blows! Can you please refund me the correct amount?"
5,"Good afternoon,

Do you deliver internationally? I live in Canada and would really like to order Humble Pie by Gordon Ramsey as I can't find it anywhere here.

Walter Cronkite"
1,"Hi,

Why does your website have to be so damn complicated? All I want to do is wash the dog, is that really so hard? Give me what I want, or else! You guys are a pack of lousy douchebags.You better start talking sense you idiots otherwise I'm taking my business elsewhere!

Thanks"
0,"Hi,

What is wrong with your delivery system?! I've been searching the store for Lord of the Rings but can't find it. It's a bestseller so I assume it has to be in stock right? Give me what I want, or else! You guys are a pack of galahs.You better start talking sense you monumental fuckups otherwise I'm taking my business elsewhere!"
0,"Your website is terrible. I've been searching the store for Gullivers Travels but can't find it. It's a bestseller so I assume it has to be in stock right? Give me what I want, or else! You guys are a pack of morons.You better start talking sense you dickheads otherwise I'm taking my business elsewhere!

Thanks"
5,What's your return policy? I just bought Danielle Steel's Wanderlust for my nephew and he absolutely HATES it. Wondering if I can exchange it for How to Win Friend and Influence People.
2,"What is wrong with your contact center?! Even though I've cancelled my order through online store you guys still charged my credit card. Give me what I want, or else! You guys are a pack of galahs.You better start talking sense you galahs otherwise I'm taking my business elsewhere!

Kel Varnsen"
5,"Hey,

Thank you for all your help so far, your staff have been a delight!

"
1,"What is wrong with your payments system?! Even though I've cancelled my order through delivery system you guys still charged my credit card. This time you've gone to far! You'll be hearing from the company directors, you can count on it.

Sincerely,
H.E. Pennypacker"
3,I am unhappy with your payments system. Even though I've cancelled my order through online store you guys still charged my credit card.
5,"Can you please close my account? I am moving to Malawi and won't have need of your service there.

Thanks,
Jane"
5,"Hello,

You guys are the best, I tell all my friends about how much I love your site. Thanks so much.

Walter Cronkite"
2,"I've been searching the store for Gullivers Travels but can't find it. It's a bestseller so I assume it has to be in stock right? Could somebody please help me, I'm completely lost and don't know what to do next.

Regards,
Art Vandelay"
0,"Hello,

Why does your online store have to be so damn complicated? All I want to do is teach myself to cook, is that really so hard? This time you've gone to far! You'll be hearing from my mother-in-law, you can count on it."
2,"My order for How to Win Friend and Influence People still hasn't arrived. Can you please give me an update on the status of it?

Sincerely,
Amber"
0,"I have been waiting on hold now for a week. Do you even answer your phones? You should really improve your contact center service, it blows! How do I go about teach myself to cook?"
3,"My order for The Belgariad still hasn't arrived. Can you please give me an update on the status of it?

Cheers,
Dave"
3,"Hi,

I am unhappy with your shopping cart. When I log in it gives me a dirty, great big error message! This happens at least once a week.

Congratulations on providing such a wonderful and convenient service. It is truly an Internet treasure.

Thanks"
4,"Hello,

Thank you for all your help so far, your staff have been a delight!

How do I go about purchase a book? I'm having a problem with your payments system. I've been searching the store for Danielle Steel's Wanderlust but can't find it. It's a bestseller so I assume it has to be in stock right?.

That aside, Congratulations on providing such a wonderful and convenient service. It is truly an Internet treasure.

Best regards,
A satisfied customer"
4,"Hello,

My order for Gullivers Travels still hasn't arrived. Can you please give me an update on the status of it?

Congratulations on providing such a wonderful and convenient service. It is truly an Internet treasure.

Thanks,
Mary"
2,What is wrong with your shopping cart?! Even though I've cancelled my order through delivery system you guys still charged my credit card. If you don't fix this immediately I won't hesitate to report you to the ombudsman.
3,"Hello,

My order for David Allen's Getting Things Done still hasn't arrived. Can you please give me an update on the status of it?

Congratulations on providing such a wonderful and convenient service. It is truly an Internet treasure.

Amber"
0,"Hi,

Your online store is terrible. When I log in it gives me a dirty, great big error message! This happens every day. I've had it up to here with you idiots. One more problem and I'm outa here!

"
0,"What is wrong with your online store?! Even though I've cancelled my order through payments system you guys still charged my credit card. This time you've gone to far! You'll be hearing from the company directors, you can count on it."
4,"Hi there,

Congratulations on providing such a wonderful and convenient service. It is truly an Internet treasure.

"
0,"Your shopping cart is terrible. Even though I've cancelled my order through payments system you guys still charged my credit card. Give me what I want, or else! You guys are a pack of monumental fuckups.You better start talking sense you lousy douchebags otherwise I'm taking my business elsewhere!

Regards,
H.E. Pennypacker"
4,"Good afternoon,

What's your return policy? I just bought Danielle Steel's Wanderlust for my nephew and he absolutely HATES it. Wondering if I can exchange it for A Tale of Two Cities by Dickins.

Sincerely,
Art Vandelay"
0,"Hello,

Your delivery system is terrible. When I log in it gives me a dirty, great big error message! This happens every week. Give me what I want, or else! You guys are a pack of lousy douchebags.You better start talking sense you lousy douchebags otherwise I'm taking my business elsewhere!

Pratap Chintoju"
2,"Hello,

My order for David Allen's Getting Things Done still hasn't arrived. Can you please give me an update on the status of it?"
5,"How much does shipping on Danielle Steel's Wanderlust and Danielle Steel's Wanderlust cost? Are you able to bundle them together?

A satisfied customer"
3,"Hello,

Thank you for all your help so far, your staff have been a delight!

I am unhappy with your delivery system. Even though I've cancelled my order through shopping cart you guys still charged my credit card.

That aside, Congratulations on providing such a wonderful and convenient service. It is truly an Internet treasure.

"
0,"Why does your shopping cart have to be so damn complicated? All I want to do is buy an item, is that really so hard? If you don't fix this immediately I won't hesitate to report you to my mother-in-law."
0,"Hi,

Why does your online store have to be so damn complicated? All I want to do is teach myself to cook, is that really so hard? I've had it up to here with you wankers. One more problem and I'm outa here!

Thanks"
1,"Why does your website have to be so damn complicated? All I want to do is purchase a book, is that really so hard? Fix it before I call the ombudsman."
2,"To Whom It May Concern:

Your contact center is terrible. I've been searching the store for David Allen's Getting Things Done but can't find it. It's a bestseller so I assume it has to be in stock right? I've had it up to here with you dickheads. One more problem and I'm outa here!"
5,"Good afternoon,

What's your return policy? I just bought A Tale of Two Cities by Dickins for my nephew and he absolutely HATES it. Wondering if I can exchange it for Danielle Steel's Wanderlust.

Douglas Johnson"
2,"Hi,

Thank you for all your help so far, your staff have been a delight!

I just want someone to help me teach myself to cook, that's all. I'm having a problem with your online store. I've been searching the store for How to Win Friend and Influence People but can't find it. It's a bestseller so I assume it has to be in stock right?.

That aside, Congratulations on providing such a wonderful and convenient service. It is truly an Internet treasure.

Thanks"
1,"Hi,

Why does your shopping cart have to be so damn complicated? All I want to do is buy an item, is that really so hard? Give me what I want, or else! You guys are a pack of dickheads.You better start talking sense you idiots otherwise I'm taking my business elsewhere!

Dave"
0,"I have been waiting on hold now for 10 minutes. Do you even answer your phones? You should really improve your contact center service, it blows! Can you please refund me the correct amount?"
2,"For some reason I can't seem to log into your website. Even though I've cancelled my order through shopping cart you guys still charged my credit card. I just want someone to help me make a payment, that's all.

Julia"
2,"To Whom It May Concern:

When I log in it gives me a dirty, great big error message! This happens every week. Can you please refund me the correct amount?"
5,"Good morning,

Can someone tell me how I go about placing an order?

Regards,
Amber"
4,"Hello,

Thank you for all your help so far, your staff have been a delight!

Sincerely,
Kel Varnsen"
2,"Hello,

Why does your contact center have to be so damn complicated? All I want to do is teach myself to cook, is that really so hard? Give me what I want, or else! You guys are a pack of wankers.You better start talking sense you monumental fuckups otherwise I'm taking my business elsewhere!"
4,"Good afternoon,

You guys are the best, I tell all my friends about how much I love your site. Thanks so much.

Even though I've cancelled my order through online store you guys still charged my credit card. Could somebody please help me, I'm completely lost and don't know what to do next.

That aside, Thank you for all your help so far, your staff have been a delight!

Jane"
1,"To Whom It May Concern:

Why does your website have to be so damn complicated? All I want to do is buy an item, is that really so hard? I've had it up to here with you galahs. One more problem and I'm outa here!"
4,How much does shipping on Humble Pie by Gordon Ramsey and Humble Pie by Gordon Ramsey cost? Are you able to bundle them together?
4,Can someone tell me how I go about placing an order?
0,"Hi,

What is wrong with your online store?! When I log in it gives me a dirty, great big error message! This happens every time. I know a lot of people and I plan on telling them all about this little incident."
0,"I have been waiting on hold now for a week. Do you even answer your phones? You should really improve your contact center service, it blows! Can you please refund me the correct amount?"
5,"Good afternoon,

Can someone tell me how I go about placing an order?

Best regards,
Margaret Jefferson"
5,"Hello,

Can you please close my account? I am moving to Turkey and won't have need of your service there.

Thank you,
Remi Francis"
3,"I am unhappy with your website. Even though I've cancelled my order through online store you guys still charged my credit card.

Cheers,
Mary"
3,"Hello,

You guys are the best, I tell all my friends about how much I love your site. Thanks so much.

For some reason I can't seem to log into your payments system. Even though I've cancelled my order through delivery system you guys still charged my credit card. Could somebody please help me, I'm completely lost and don't know what to do next.

That aside, You guys are the best, I tell all my friends about how much I love your site. Thanks so much.

Sincerely,
Margaret Jefferson"
0,"Hello,

Why does your payments system have to be so damn complicated? All I want to do is make a payment, is that really so hard? Give me what I want, or else! You guys are a pack of monumental fuckups.You better start talking sense you dickheads otherwise I'm taking my business elsewhere!"
5,"Good morning,

Can someone tell me how I go about placing an order?

Thanks"
0,"To Whom It May Concern:

Why does your delivery system have to be so damn complicated? All I want to do is learn how to run a marathon, is that really so hard? If you don't fix this immediately I won't hesitate to report you to the relevant authority.

Kel Varnsen"
2,"To Whom It May Concern:

For some reason I can't seem to log into your website. Even though I've cancelled my order through website you guys still charged my credit card. Can you please refund me the correct amount?

Congratulations on providing such a wonderful and convenient service. It is truly an Internet treasure.

Pratap Chintoju"
4,"To Whom It May Concern:

When I log in it gives me a dirty, great big error message! This happens only rarely. I just want someone to help me learn how to run a marathon, that's all.

Congratulations on providing such a wonderful and convenient service. It is truly an Internet treasure.

Sincerely,
Douglas Johnson"
0,"Your contact center is terrible. Even though I've cancelled my order through website you guys still charged my credit card. I've had it up to here with you idiots. One more problem and I'm outa here!

"
5,"Hi there,

Thank you for all your help so far, your staff have been a delight!

Jim"
3,I've been searching the store for Gullivers Travels but can't find it. It's a bestseller so I assume it has to be in stock right? Can you please refund me the correct amount?
0,"Hello,

Why does your contact center have to be so damn complicated? All I want to do is wash the dog, is that really so hard? I know a lot of people and I plan on telling them all about this little incident.

Thanks"
0,"To Whom It May Concern:

Your delivery system is terrible. Even though I've cancelled my order through online store you guys still charged my credit card. Give me what I want, or else! You guys are a pack of wankers.You better start talking sense you monumental fuckups otherwise I'm taking my business elsewhere!"
3,"To Whom It May Concern:

Congratulations on providing such a wonderful and convenient service. It is truly an Internet treasure.

Please close my account, I have no further need of this service. I'm having a problem with your payments system. Even though I've cancelled my order through payments system you guys still charged my credit card..

That aside, Congratulations on providing such a wonderful and convenient service. It is truly an Internet treasure.

Sincerely,
Remi Francis"
1,"How do I go about wash the dog? I'm having a problem with your contact center. When I log in it gives me a dirty, great big error message! This happens only rarely..

Thanks"
3,"Hey,

I am unhappy with your delivery system. Even though I've cancelled my order through website you guys still charged my credit card.

Thank you for all your help so far, your staff have been a delight!

Thanks"
0,"Your website is terrible. When I log in it gives me a dirty, great big error message! This happens every week. Give me what I want, or else! You guys are a pack of morons.You better start talking sense you lousy douchebags otherwise I'm taking my business elsewhere!"
2,"Hello,

Why does your shopping cart have to be so damn complicated? All I want to do is wash the dog, is that really so hard? I've had it up to here with you lousy douchebags. One more problem and I'm outa here!"
0,"I have been waiting on hold now for 45 minutes. Do you even answer your phones? You should really improve your contact center service, it blows! Could somebody please help me, I'm completely lost and don't know what to do next.

Thanks"
1,"Hello,

Could somebody please help me, I'm completely lost and don't know what to do next. I'm having a problem with your online store. I've been searching the store for David Allen's Getting Things Done but can't find it. It's a bestseller so I assume it has to be in stock right?."
5,"Good afternoon,

You guys are the best, I tell all my friends about how much I love your site. Thanks so much.

Douglas Johnson"
4,"To Whom It May Concern:

Do you deliver internationally? I live in Bahrain and would really like to order How to Win Friend and Influence People as I can't find it anywhere here.

Regards,
H.E. Pennypacker"
5,"Good morning,

Thank you for all your help so far, your staff have been a delight!

Sincerely,
Pratap Chintoju"
4,"Hello,

I've been searching the store for David Allen's Getting Things Done but can't find it. It's a bestseller so I assume it has to be in stock right? Please close my account, I have no further need of this service.

Thank you for all your help so far, your staff have been a delight!

Margaret Jefferson"
1,"To Whom It May Concern:

What is wrong with your website?! I've been searching the store for A Tale of Two Cities by Dickins but can't find it. It's a bestseller so I assume it has to be in stock right? I've had it up to here with you dickheads. One more problem and I'm outa here!

Margaret Jefferson"
3,"Hello,

I just want someone to help me make a payment, that's all. I'm having a problem with your website. When I log in it gives me a dirty, great big error message! This happens only rarely..

Regards,
Douglas Johnson"
5,"Hi,

You guys are the best, I tell all my friends about how much I love your site. Thanks so much.

Thanks"
4,"Good morning,

Thank you for all your help so far, your staff have been a delight!

Regards,
A satisfied customer"
2,"

For some reason I can't seem to log into your website. I've been searching the store for Gullivers Travels but can't find it. It's a bestseller so I assume it has to be in stock right? How do I go about wash the dog?

You guys are the best, I tell all my friends about how much I love your site. Thanks so much.

"
4,Can you please close my account? I am moving to Bahrain and won't have need of your service there.
3,"Hello,

Thank you for all your help so far, your staff have been a delight!

Even though I've cancelled my order through delivery system you guys still charged my credit card. I just want someone to help me teach myself to cook, that's all.

That aside, You guys are the best, I tell all my friends about how much I love your site. Thanks so much.

H.E. Pennypacker"
5,"Good morning,

You guys are the best, I tell all my friends about how much I love your site. Thanks so much.

Thanks"
2,"Why does your shopping cart have to be so damn complicated? All I want to do is buy an item, is that really so hard? I've had it up to here with you idiots. One more problem and I'm outa here!

Mary"
1,"What is wrong with your payments system?! Even though I've cancelled my order through payments system you guys still charged my credit card. I've had it up to here with you galahs. One more problem and I'm outa here!

Marcus"
3,"To Whom It May Concern:

Can you please refund me the correct amount? I'm having a problem with your delivery system. When I log in it gives me a dirty, great big error message! This happens only sometimes..

Congratulations on providing such a wonderful and convenient service. It is truly an Internet treasure.

Sincerely,
Art Vandelay"
2,"

Thank you for all your help so far, your staff have been a delight!

For some reason I can't seem to log into your shopping cart. When I log in it gives me a dirty, great big error message! This happens every time. Please close my account, I have no further need of this service.

That aside, You guys are the best, I tell all my friends about how much I love your site. Thanks so much.

Jim"
1,"Your contact center is terrible. When I log in it gives me a dirty, great big error message! This happens only rarely. Fix it before I call the ombudsman.

Regards,
Kel Varnsen"
5,"Hello,

Congratulations on providing such a wonderful and convenient service. It is truly an Internet treasure.

Thanks"
3,"Hello,

I am unhappy with your shopping cart. I've been searching the store for A Tale of Two Cities by Dickins but can't find it. It's a bestseller so I assume it has to be in stock right?

Cheers,
Mary"
2,My order for Lord of the Rings still hasn't arrived. Can you please give me an update on the status of it?
1,"Hello,

What is wrong with your website?! Even though I've cancelled my order through delivery system you guys still charged my credit card. I know a lot of people and I plan on telling them all about this little incident.

Thanks"
0,"Hello,

Your shopping cart is terrible. When I log in it gives me a dirty, great big error message! This happens every day. I've had it up to here with you lousy douchebags. One more problem and I'm outa here!

Margaret Jefferson"
3,"Hi,

What's your return policy? I just bought David Allen's Getting Things Done for my nephew and he absolutely HATES it. Wondering if I can exchange it for David Allen's Getting Things Done.

Martin"
1,"To Whom It May Concern:

Why does your shopping cart have to be so damn complicated? All I want to do is make a payment, is that really so hard? If you don't fix this immediately I won't hesitate to report you to my mother-in-law."
5,"Good morning,

Can you please close my account? I am moving to Hong Kong and won't have need of your service there.

Douglas Johnson"
0,"To Whom It May Concern:

Your payments system is terrible. Even though I've cancelled my order through online store you guys still charged my credit card. I know a lot of people and I plan on telling them all about this little incident.

Regards,
A very angry customer"
5,"Can you please close my account? I am moving to Mongolia and won't have need of your service there.

Cheers,
Mary"
4,"Good afternoon,

Congratulations on providing such a wonderful and convenient service. It is truly an Internet treasure.

My order for Gullivers Travels still hasn't arrived. Can you please give me an update on the status of it?

That aside, Congratulations on providing such a wonderful and convenient service. It is truly an Internet treasure.

Best regards,
Walter Cronkite"
3,"Can you please close my account? I am moving to Kenya and won't have need of your service there.

Thanks"
4,"Hey,

Thank you for all your help so far, your staff have been a delight!

When I log in it gives me a dirty, great big error message! This happens only rarely. Can you please refund me the correct amount?

That aside, You guys are the best, I tell all my friends about how much I love your site. Thanks so much.

Thanks,
Martin"
1,"Hi,

I have been waiting on hold now for 10 minutes. Do you even answer your phones? You should really improve your contact center service, it blows! How do I go about wash the dog?"
2,"Hello,

When I log in it gives me a dirty, great big error message! This happens only rarely. Can you please refund me the correct amount?

You guys are the best, I tell all my friends about how much I love your site. Thanks so much.

Sincerely,
Walter Cronkite"
2,"To Whom It May Concern:

Can you please refund me the correct amount? I'm having a problem with your contact center. I've been searching the store for How to Win Friend and Influence People but can't find it. It's a bestseller so I assume it has to be in stock right?."
5,"To Whom It May Concern:

What's your return policy? I just bought The Belgariad for my nephew and he absolutely HATES it. Wondering if I can exchange it for David Allen's Getting Things Done.

Best regards,
Art Vandelay"
1,"Hello,

Could somebody please help me, I'm completely lost and don't know what to do next. I'm having a problem with your shopping cart. Even though I've cancelled my order through delivery system you guys still charged my credit card.."
3,"Hey,

You guys are the best, I tell all my friends about how much I love your site. Thanks so much.

For some reason I can't seem to log into your website. Even though I've cancelled my order through website you guys still charged my credit card. How do I go about teach myself to cook?

That aside, Thank you for all your help so far, your staff have been a delight!

"
0,"Your shopping cart is terrible. When I log in it gives me a dirty, great big error message! This happens every week. This time you've gone to far! You'll be hearing from the company directors, you can count on it.

Remi Francis"
5,"Hello,

What's your return policy? I just bought Gullivers Travels for my nephew and he absolutely HATES it. Wondering if I can exchange it for The Belgariad.

Amber"
4,"Good afternoon,

Can you please close my account? I am moving to Greece and won't have need of your service there.

Remi Francis"
1,"Hello,

How do I go about buy an item? I'm having a problem with your delivery system. When I log in it gives me a dirty, great big error message! This happens at least once a week.."
0,"To Whom It May Concern:

Why does your online store have to be so damn complicated? All I want to do is purchase a book, is that really so hard? I've had it up to here with you lousy douchebags. One more problem and I'm outa here!

Margaret Jefferson"
2,"Hi,

Please close my account, I have no further need of this service. I'm having a problem with your delivery system. I've been searching the store for Gullivers Travels but can't find it. It's a bestseller so I assume it has to be in stock right?."
5,"Good morning,

Thank you for all your help so far, your staff have been a delight!

"
5,"Hello,

Can you please close my account? I am moving to Sri Lanka and won't have need of your service there.

Thank you,
A satisfied customer"
5,"Good morning,

Thank you for all your help so far, your staff have been a delight!

Cheers,
Dave"
1,"Why does your online store have to be so damn complicated? All I want to do is learn how to run a marathon, is that really so hard? Fix it before I call my lawyer.

Kel Varnsen"
0,"Hi,

What is wrong with your delivery system?! When I log in it gives me a dirty, great big error message! This happens at least once a week. Give me what I want, or else! You guys are a pack of dickheads.You better start talking sense you dickheads otherwise I'm taking my business elsewhere!

Thanks"
4,"Hello,

Congratulations on providing such a wonderful and convenient service. It is truly an Internet treasure.

Margaret Jefferson"
5,"Good morning,

Do you deliver internationally? I live in El Salvador and would really like to order David Allen's Getting Things Done as I can't find it anywhere here.

Cheers,
Julia"
0,"Hello,

Your contact center is terrible. When I log in it gives me a dirty, great big error message! This happens only sometimes. This time you've gone to far! You'll be hearing from my mother-in-law, you can count on it.

Sincerely,
Amber"
5,"Good afternoon,

How much does shipping on Danielle Steel's Wanderlust and Gullivers Travels cost? Are you able to bundle them together?

Thanks,
A satisfied customer"
1,"Why does your contact center have to be so damn complicated? All I want to do is buy an item, is that really so hard? I've had it up to here with you morons. One more problem and I'm outa here!

Sincerely,
Pratap Chintoju"
1,"

I am unhappy with your shopping cart. When I log in it gives me a dirty, great big error message! This happens every day.

"
5,"Hello,

Can you please close my account? I am moving to Uzbekistan and won't have need of your service there.

Best regards,
Art Vandelay"
2,"

I am unhappy with your payments system. I've been searching the store for Lord of the Rings but can't find it. It's a bestseller so I assume it has to be in stock right?"
4,"Good morning,

Thank you for all your help so far, your staff have been a delight!

Regards,
A satisfied customer"
2,"To Whom It May Concern:

Thank you for all your help so far, your staff have been a delight!

Your delivery system is terrible. When I log in it gives me a dirty, great big error message! This happens only sometimes. I know a lot of people and I plan on telling them all about this little incident.

That aside, You guys are the best, I tell all my friends about how much I love your site. Thanks so much.

Sincerely,
Douglas Johnson"
5,"Hi,

Can you please close my account? I am moving to Niger and won't have need of your service there.

Thanks,
Jim"
1,"

Why does your website have to be so damn complicated? All I want to do is read a book, is that really so hard? Give me what I want, or else! You guys are a pack of idiots.You better start talking sense you galahs otherwise I'm taking my business elsewhere!

Thanks"
0,"Why does your payments system have to be so damn complicated? All I want to do is read a book, is that really so hard? I know a lot of people and I plan on telling them all about this little incident.

"
5,"Hi there,

You guys are the best, I tell all my friends about how much I love your site. Thanks so much.

Cheers,
Julia"
2,"

You guys are the best, I tell all my friends about how much I love your site. Thanks so much.

When I log in it gives me a dirty, great big error message! This happens only sometimes. Please close my account, I have no further need of this service.

That aside, Thank you for all your help so far, your staff have been a delight!

"
2,"For some reason I can't seem to log into your online store. Even though I've cancelled my order through payments system you guys still charged my credit card. How do I go about purchase a book?

Walter Cronkite"
0,"To Whom It May Concern:

What is wrong with your contact center?! I've been searching the store for Danielle Steel's Wanderlust but can't find it. It's a bestseller so I assume it has to be in stock right? This time you've gone to far! You'll be hearing from my mother-in-law, you can count on it."
4,"Good morning,

Congratulations on providing such a wonderful and convenient service. It is truly an Internet treasure.

Thank you,
Art Vandelay"
2,"Hello,

You guys are the best, I tell all my friends about how much I love your site. Thanks so much.

Why does your shopping cart have to be so damn complicated? All I want to do is wash the dog, is that really so hard? I know a lot of people and I plan on telling them all about this little incident.

That aside, You guys are the best, I tell all my friends about how much I love your site. Thanks so much.

Margaret Jefferson"
0,"

Why does your online store have to be so damn complicated? All I want to do is purchase a book, is that really so hard? I know a lot of people and I plan on telling them all about this little incident.

Mary"
3,Can someone tell me how I go about placing an order?
2,"Hello,

Thank you for all your help so far, your staff have been a delight!

Could somebody please help me, I'm completely lost and don't know what to do next. I'm having a problem with your delivery system. Even though I've cancelled my order through shopping cart you guys still charged my credit card..

That aside, Congratulations on providing such a wonderful and convenient service. It is truly an Internet treasure.

Sincerely,
Kel Varnsen"
3,"Hi,

How much does shipping on How to Win Friend and Influence People and Lord of the Rings cost? Are you able to bundle them together?

Thanks,
Martin"
0,"Hello,

What is wrong with your contact center?! When I log in it gives me a dirty, great big error message! This happens most days. This time you've gone to far! You'll be hearing from the company directors, you can count on it."
0,"What is wrong with your website?! When I log in it gives me a dirty, great big error message! This happens most days. This time you've gone to far! You'll be hearing from the ombudsman, you can count on it."
2,"To Whom It May Concern:

When I log in it gives me a dirty, great big error message! This happens every time. Can you please refund me the correct amount?

Thank you for all your help so far, your staff have been a delight!

Sincerely,
Art Vandelay"
5,"Hello,

Can you please close my account? I am moving to United States of America and won't have need of your service there.

Best regards,
Walter Cronkite"
0,"Your contact center is terrible. When I log in it gives me a dirty, great big error message! This happens only sometimes. I've had it up to here with you morons. One more problem and I'm outa here!

"
5,"Hi,

How much does shipping on How to Win Friend and Influence People and Danielle Steel's Wanderlust cost? Are you able to bundle them together?

Thanks,
Mary"
3,"Hello,

My order for Danielle Steel's Wanderlust still hasn't arrived. Can you please give me an update on the status of it?

You guys are the best, I tell all my friends about how much I love your site. Thanks so much.

Kel Varnsen"
0,"Your payments system is terrible. I've been searching the store for Gullivers Travels but can't find it. It's a bestseller so I assume it has to be in stock right? Give me what I want, or else! You guys are a pack of galahs.You better start talking sense you monumental fuckups otherwise I'm taking my business elsewhere!

Art Vandelay"
4,"Hello,

Congratulations on providing such a wonderful and convenient service. It is truly an Internet treasure.

For some reason I can't seem to log into your shopping cart. When I log in it gives me a dirty, great big error message! This happens every day. Could somebody please help me, I'm completely lost and don't know what to do next.

That aside, Congratulations on providing such a wonderful and convenient service. It is truly an Internet treasure.

Regards,
Douglas Johnson"
0,"What is wrong with your shopping cart?! When I log in it gives me a dirty, great big error message! This happens every day. Fix it before I call my mother-in-law.

Sincerely,
H.E. Pennypacker"
3,"I've been searching the store for Danielle Steel's Wanderlust but can't find it. It's a bestseller so I assume it has to be in stock right? Can you please refund me the correct amount?

Dave"
2,"How do I go about teach myself to cook? I'm having a problem with your website. I've been searching the store for David Allen's Getting Things Done but can't find it. It's a bestseller so I assume it has to be in stock right?.

Martin"
5,"Good afternoon,

Can you please close my account? I am moving to Nauru and won't have need of your service there.

"
4,"Good morning,

Can someone tell me how I go about placing an order?

Sincerely,
Douglas Johnson"
